category,city,title,text,county,date,link,press
,,"Istoria muntenilor, într-un muzeu etnografic la poale de Ceahlău. Casă şi ateliere tradiţionale reconstruite la Grinţieş","O asociaţie culturală a iniţiat construirea unui muzeu etnografic şi a unor ateliere de fierărie şi cărăuşie în comuna Grinţieş. Astfel, vor fi readuse în actualitate preocupările localnicilor de la început de secol XX.",Piatra Neamţ,04-05-16,http://adevarul.ro/locale/piatra-neamt/istoria-muntenilor-intr-un-muzeu-etnografic-poale-ceahlau-casa-ateliere-traditionale-reconstruite-grinties-1_57037cb45ab6550cb89c3e26/index.html,Adevarul
,,"Evaziune de proporţii pusă la cale în Neamţ şi alte 14 judeţe. Statul, ţepuit cu 16 milioane de euro prin facturi fictive","Procurorii DIICOT sunt pe cale să desluşească iţele unei reţele infracţionale cu ramificaţii în Neamţ, Bucureşti şi alte 14 judeţe din ţară. Zeci de persoane sunt bănuite că au colaborat în acţiuni infracţionale care au produs un prejudiciu de 16 milioane de euro în ultimii trei ani.",Piatra Neamţ,04-07-16,http://adevarul.ro/locale/piatra-neamt/evaziune-proportii-pusa-cale-neamt-alte-14-judete-statul-tepuit-16-milioane-euro-facturi-fictive-1_57066ef65ab6550cb8bbe1a0/index.html,Adevarul
,,"Soţ şi soţie rătăciţi în Ceahlău, împreună cu un copil de un an. Intervenţie deosebit de dificilă a angajaţilor Salvamont","Doi tineri din Bucureşti, soţ şi soţie, au pierdut joi seară traseul la coborârea de pe munte şi au cerut ajutor la 112. Cuplul urcase pe Ceahlău împreună cu un copil în vârstă de un an.",Piatra Neamţ,04-08-16,http://adevarul.ro/locale/piatra-neamt/sot-sotie-rataciti-ceahlau-impreuna-copil-an-interventie-deosebit-dificila-angajatilor-salvamont-1_570771ea5ab6550cb8c160fe/index.html,Adevarul
,,"Virgil Giuşcă, fostul director al Casei de Cultură Bârlad, pe lista Cetăţenilor de Onoare",Profesorul Virgil Giuşcă (75 ani) va întregi tabloul Cetăţenilor de Onoare ai Bârladului pentru munca depusă în slujba culturii,Vaslui,04-07-16,http://adevarul.ro/locale/vaslui/virgil-giusca-fostul-director-casei-cultura-barlad-lista-cetatenilor-onoare-1_5705e99d5ab6550cb8b76ac2/index.html,Adevarul
,,Ritualuri la naşterea copiilor în satele din Moldova. De ce pe vremuri nu era indicat să intre copii sau bătrâni în casa unde o gravidă se afla în chinurile facerii,"În urmă cu 100 de ani, în satele din Moldova se respectau anumite cutume pentru perioada primelor zile de viaţă ale copiilor",Piatra Neamţ,04-02-16,http://adevarul.ro/locale/piatra-neamt/ritualuri-nasterea-copiilor-satele-moldova-vremuri-nu-era-indicat-copii-batrani-casa-gravida-afla-chinurile-facerii-1_56fe93695ab6550cb877c78b/index.html,Adevarul
,,"Gest extrem al unui tânăr de 25 de ani, din Vaslui, tată a doi copii. Bărbatul fost găsit spânzurat în podul blocului","Ciprian P., din Vaslui, a decis să-şi pună capăt zilelor prin spânzurare şi a lăsat un bilet de adio pentru părinţii şi copii săi",Vaslui,04-08-16,http://adevarul.ro/locale/vaslui/gest-extrem-unui-tanar-25-ani-vaslui-tata-doi-copii-barbatul-fost-gasit-spanzurat-podul-blocului-1_5707ab555ab6550cb8c2f973/index.html,Adevarul
,,De câţi lideri e nevoie pentru a pune la cale plombarea gropilor din curtea Spitalului Municipal de Urgenţă Bârlad,"Edilii Bârladului au pus gând rău gropilor din asfalt, inclusiv celor din curtea Spitalului Bârlad. Pentru reparaţii banale s-au întrunit şi analizat la faţa locului reprezentanţii administraţiei locale, ai spitalului şi un parlamentar",Vaslui,04-08-16,http://adevarul.ro/locale/vaslui/de-lideri-e-nevoie-pune-cale-plombarea-gropilor-curtea-spitalului-municipal-urgenta-barlad-1_57075d5d5ab6550cb8c0d193/index.html,Adevarul
,,"Reţete de ciorbe cu „buruieni”. Secretul bunicilor pentru un borş delicios făcut din lobodă, urzici sau ştevie",Verdeţurile de primăvară pot fi bază pentru o delicioasă ciorbă bogată în vitamine şi minerale. Banalele „buruieni” care cresc fără a fi plantate şi îngrijite pot sta la baza unor borşuri belicioase,Vaslui,04-09-16,http://adevarul.ro/locale/vaslui/retete-ciorbe-buruieni-secretul-bunicilor-bors-delicios-facut-loboda-urzici-stevie-1_57079c135ab6550cb8c2925a/index.html,Adevarul
,,"Destin tragic al unei fetiţe de 9 ani, abuzată sexual de tată: după ce a scăpat de părintele-agresor, a ajuns în grija unui asistent maternal care a bătut-o","Ororile sexuale se ţin lanţ la Vaslui. Procurorii de la Parchetul Bârlad l-au trimis în judecată pe Cornel Stîngaciu (37 ani) pentru viol, faptă comisă asupra propriei fiice de numai 9 ani",Vaslui,04-07-16,http://adevarul.ro/locale/vaslui/destin-tragic-fetite-9-ani-abuzata-sexual-tata-scapat-parintele-agresor-ajuns-grija-unui-asistent-maternal-batut-o-1_570646e65ab6550cb8bae85e/index.html,Adevarul
,,"Obiceiuri ciudate ale românilor de acum 100 de ani. Cum se înţepau în versuri tinerii la hore: „Flăcăii de la Broşteni, parcă-s nişte boişteni""","În urmă cu un secol, rivalităţile între satele din Moldova ieşeau la iveală mai ales la evenimentele comunităţilor. Prin strigăturile în rime erau satirizate defectele fizice sau slăbiciunile de caracter ale populaţiei care trăia într-o anumită zonă.",Piatra Neamţ,04-09-16,http://adevarul.ro/locale/piatra-neamt/obiceiuri-ciudate-romanilor-100-ani-intepau-versuri-tinerii-hore-flacaii-brosteni-parca-s-boisteni-1_5707c1c15ab6550cb8c392c9/index.html,Adevarul
,,Gala Învăţământului Băcăuan. Sunt premiaţi elevii şi profesorii cu rezultate deosebite din anul şcolar 2014-2015,"Astăzi, de la ora 15, la Teatrul de Vară va avea loc „Gala învăţământului bacăuan”. Cei mai buni elevi, studenţi şi cadre didactice din unităţile de învăţământ băcăuane în anul şcolar 2014-2015 vor primi premii în bani, de la bugetul local.",Bacău,03-31-16,http://adevarul.ro/locale/bacau/gala-Invatamantului-bacauan-premiati-elevii-profesorii-rezultate-deosebite-anul-scolar-2014-2015-1_56fce64c5ab6550cb86c2306/index.html,Adevarul
,,"Cum descria părintele Cleopa drumul sufletului după moarte. De ce se fac pomeniri la 3, la 9 şi la 40 de zile","În tradiţia creştin-ortodoxă, cele 40 de zile după moarte sunt esenţiale pentru sufletul celui decedat. Duhovnicul de la Mănăstirea Sihăstria a descris în detaliu ce se întâmplă în această perioadă, explicând şi legătura cu rânduiala care trebuie păstrată de familia răposatului.",Piatra Neamţ,04-06-16,http://adevarul.ro/locale/piatra-neamt/cum-descria-parintele-cleopa-drumul-sufletului-moarte-fac-pomeniri-3-9-40-zile-1_5703c19b5ab6550cb89f37f4/index.html,Adevarul
,,FOTO Au fost reabilitate termic încă patru blocuri de locuinţe din municipiul Bacău,"Zilele acestea s-au recepţionat patru blocuri de locuinţe din municipiul Bacău, reabilitate termic în cadrul „Programului naţional privind creşterea performanţei energetice a blocurilor de locuinţe“. Încă trei imobile au fost recepţionate anul trecut iar în prezent mai sunt alocate fonduri pentru încă trei blocuri din oraşul Bacău.",Bacău,03-31-16,http://adevarul.ro/locale/bacau/foto-fost-reabilitate-termic-inca-patru-blocuri-locuinte-municipiul-bacau-1_56fceacb5ab6550cb86c502a/index.html,Adevarul
,,Dosar penal pentru fostul purtător de cuvânt al Primăriei Bacău. A fost implicat într-un accident şi a refuzat să fie testat pentru alcoolemie,"Ionuţ Tomescu (47 de ani), purtător de cuvânt al administraţiei liberale condusă de Romeo Stavarache, pentru aproape 12 ani, a fost implicat astă noapte într-un accident rutier. Potrivit Inspectoratului de Poliţie al Judeţului Bacău, Tomescu emana un puternic miros de alcool şi a fost recalcitrant  când poliţiştii au vrut să-l testeze aparatul etilotest şi să-i ia probe de sânge.",Bacău,04-01-16,http://adevarul.ro/locale/bacau/dosar-penal-fostul-purtator-cuvant-primariei-bacau-fost-implicat-intr-un-accident-refuzat-testat-alcoolemie-1_56fe79275ab6550cb8771a5a/index.html,Adevarul
,,Un avocat din cadrul Baroului Bacău şi un ofiţer de poliţie din comuna Traian au fost trimişi în judecată de Direcţia Naţională Anticorupţie,"Procurorii din cadrul Direcţiei Naţionale Anticorupţie – Serviciul Teritorial Bacău au dispus astăzi trimiterea în judecată a lui Mircea Alexandru Stănciulescu  ofiţer de poliţie în cadrul Biroului 6 de Poliţie Rurală din comuna Traian şi a avocatului Constantin-Dragoş Tănasă pentru luare de mită. Avocatul i-a cerut de la un client 1500 de euro, pentru ca poliţistul să-i soluţioneze favorabil un dosar penal.",Bacău,04-04-16,http://adevarul.ro/locale/bacau/un-avocat-cadrul-baroului-bacau-ofiter-politie-comuna-traian-trimisi-judecata-directia-nationala-anticoruptie-1_57024d5e5ab6550cb89450f6/index.html,Adevarul
,,"MiG-urile 21, mutate temporar de la Câmpia Turzii, la Baza 95 Aeriană din Bacău, pentru reparaţii","Conducerea Garnizoanei din Bacău şi a Bazei Aeriene 95 anunţă sosirea mai multor aeronave militare la Bacău, provenite din Flotila Aeriană 71 de la Câmpia Turzii.",Bacău,04-01-16,http://adevarul.ro/locale/bacau/mig-urile-21-mutate-temporar-campia-turzii-baza-95-aeriana-bacau-reparatii-1_56fe6ffd5ab6550cb876dc19/index.html,Adevarul
,,"FOTO A fost inaugurat Centrul Comunitar din comuna Stănişeşti, realizat de FSC, cu fonduri elveţiene","Joi, 31 martie, în comuna băcăuană Stănişeşti, Fundaţia de Sprijin Comunitar a deschis noul Centru Comunitar situat în centrul comunei, la etajul Caminului Cultural. La eveniment au participat primarul Bogdan Popa, Gabriela Achihăi, preşedintele FSC, fostul prefect Dorian Pocovnicu dar şi alţi edili din comunele apropiate.",Bacău,04-01-16,http://adevarul.ro/locale/bacau/foto-fost-inaugurat-centrul-comunitar-comuna-stanisesti-realizat-fsc-fonduri-elvetiene-1_56fe86a45ab6550cb8776ca8/index.html,Adevarul
,,Cum îşi explică performanţa un elev genial din Bârlad care s-a calificat la trei olimpiade: „Cred că învăţ puţin mai mult decât ceilalţi”,"Cătălin Stoian, un elev din Bârlad medaliat an de an la olimpiadele pentru ştiinţele exacte, a reuşit în acest an performanţa de a se califica la fazele naţionale de la trei materii: Fizică, Informatică şi Ştiinţele pământului",Vaslui,04-10-16,http://adevarul.ro/locale/vaslui/cum-isi-explica-performanta-elev-genial-barlad-s-a-calificat-trei-olimpiade-cred-invat-putin-mai-decat-ceilalti-1_570a422f5ab6550cb8d40589/index.html,Adevarul
,,"Ziua Internaţională pentru Conştientizarea Autismului, marcată şi în Bacău, în Parcul Catedralei","Asociaţia Betania, prin „Centrul Delfinul“ pentru copii
cu autism organizează vineri, 1 aprilie, de la ora 19, campania „Informează-te,
acceptă, susţine!”, în Parcul Catedralei din Bacău. Evenimentul este dedicat
„Zilei Internaţionale pentru Conştientizarea Autismului“, stabilită de
Organizaţia Naţiunilor Unite pe 2 aprilie.",Bacău,03-31-16,http://adevarul.ro/locale/bacau/ziua-internationala-constientizarea-autismului-marcata-bacau-parcul-catedralei-1_56fd17285ab6550cb86db799/index.html,Adevarul
,,"Întâlnirea profesorilor documentarişti, la Palanca, pe tema pedagogiei muzeale în centrele de documentare şi informare","Miercuri, 30 martie, la Şcoala Gimnazială Palanca a avut loc a treia întâlnire metodică a profesorilor documentarişti, organizată în colaborare cu Casa Corpului Didactc ”Grigore Tabacaru” Bacău, care coordonează, din perspectivă metodologică, activitatea centrelor de documentare şi informare din judeţul Bacău.",Bacău,03-31-16,http://adevarul.ro/locale/bacau/Intalnire-profesorilor-documentaristi-palanca-tema-pedagogiei-muzeale-centrele-documentare-informare-1_56fd25735ab6550cb86e293f/index.html,Adevarul
,,Povestea unei pasiuni: cum a adunat un contabil autodidact 12.000 de fluturi şi gândaci de pe toate continentele,"Un contabil care a făcut din biologie o pasiune a adunat una dintre cele mai mari colecţii de fluturi şi gândaci din ţară. Peste 12.000 de exemplare, unele extrem de valoroase şi de interesante, fac parte din impresionanta colecţie.",Zalău,04-03-16,http://adevarul.ro/locale/zalau/povestea-pasiuni-adunat-contabil-autodidact-12000-fluturi-gandaci-continentele-1_56fe8b135ab6550cb8778c98/index.html,Adevarul
,,"Gest de omenie al unui preot din Bacău: a înmormântat creştineşte, pe banii lui, cinci cadavre părăsite la morgă","Preotul Gabriel Ichim a înmormântat, joi, creştineşte cinci cadavre, rămase în rafturile de la Morga Spitalului Judeţean de Urgenţă din Bacău din anii 2014 şi 2015. Trupurile îngheţate au fost învelite în capitonaj de mătase şi închise în sicrie. Înmormântarea s-a făcut în cimitirul Măgura 2, de pe lângă Biserica Sfântul Ioan Evanghelistul. În urmă cu un an, acelaşi preot a suportat cheltuiala la înmormântarea altor zece trupuri.",Bacău,03-31-16,http://adevarul.ro/locale/bacau/exclusiv-foto-preotul-surzilor-bacau-inmormantat-crestineste-banii-lui-cinci-cadavre-parasite-rafturile-inghetate-morga-1_56fd465d5ab6550cb86f18fc/index.html,Adevarul
,,Fascinantele poezii în grai bănăţean. Ce face bănăţanu’ când „aşceaptă să fece vaca” şi cum „plânje baba c-o murit Lisandro la telenovelă”,"Unice în România, poeziile în grai bănăţean sunt fascinante prin modul în care surprind, pline de umor, viaţa satului din Banat. Cu personaje clasice, printre care „uica Nielu”, poeziile în grai bănăţean sunt de cele mai multe ori înţelese doar de bănăţeanul get-beget. Pentru un român din Muntenia sau Moldova, poezia în grai bănăţean este aproape ca o limbă străină.",Timişoara,04-05-16,http://adevarul.ro/locale/timisoara/fascinantele-poezii-grai-banatean-banatanu-asceapta-fece-vaca-planje-baba-c-o-murit-lisandro-telenovela-1_5702811b5ab6550cb895c811/index.html,Adevarul
,,"Cum a ajuns palinca din Sălaj să fie produsă în ilegalitate: „Cu această acciză, un litru de palincă ar putea ajunge şi la 100 de lei“","Palinca, o licoare extrem de apreciată, care este
de multă vreme brandul Sălajului, a ajuns să fie produsă, aproape în
exclusivitate, în afara legii, din cauza accizei prea mari şi a procedurilor complicate
de autorizare.",Zalău,04-05-16,http://adevarul.ro/locale/zalau/cum-ajuns-palinca-salaj-produsa-ilegalitate-cu-acciza-litru-palinca-putea-ajunge-100-lei-1_5703b4e25ab6550cb89e75f4/index.html,Adevarul
,,Înalta Curte de Casaţie şi Justiţie încurcă planurile liberalilor sălăjeni pentru alegerile locale,"Înalta Curte de Casaţie şi Justiţie a amânat pentru 14 aprilie luarea unei decizii în privinţa incompatibilităţii actualului primar, liberalul Radu Căpîlnaşiu. Cotat drept candidatul cu cele mai mari şanse pentru câştigarea primăriei, Căpîlnaşiu nu poate intra în cursa electorală din cauza faptului că nu ştie ce vor decide magistraţii.",Zalău,04-01-16,http://adevarul.ro/locale/zalau/Inalta-curte-casatie-justitie-incurca-planurile-liberalilor-salajeni-alegerile-locale-1_56fe3c9e5ab6550cb8755562/index.html,Adevarul
,,"Zeci de posturi în Poliţie, scoase la concurs. Recrutările se fac din sursă externă","După mai mulţi ani în care posturile în sistemul bugetar au fost blocate, Poliţia trece la angajări masive. Aproape 2.000 de posturi sunt scoase la concurs la nivel naţional, din care peste 20 sunt în Sălaj.",Zalău,04-04-16,http://adevarul.ro/locale/zalau/zeci-posturi-politie-scoase-concurs-recrutarile-fac-sursa-externa-1_570271115ab6550cb8954a67/index.html,Adevarul
,,"Povestea spionilor pro–britanici coordonaţi de Iuliu Maniu. Deconspiraţi de o agentă Gestapo, au stat trei ani în beciul Ministerului de Interne","Grupuri de spioni, mesaje transmise codat, misiuni secrete pentru asigurarea legăturii cu Puterile Aliate – au fost câteva dintre mijloacele la care Iuliu Maniu a fost nevoit să recurgă în încercarea de a scăpa România de efectele unui război purtat de partea Axei.",Zalău,04-02-16,http://adevarul.ro/locale/zalau/povestea-spionilor-pro-britanici-coordonati-iuliu-maniu-deconspirati-agenta-gestapo-stat-trei-ani-beciul-ministerului-interne-1_56fe3fb25ab6550cb8757010/index.html,Adevarul
,,Medicul excepţional care tratează copii bolnavi de cancer. De ce poate fi numită Margit Şerban „doamna de fier” a medicinei româneşti,"Prof. Dr. Margit Şerban este un nume care va rămâne în istoria medicinei româneşti, fiind primul medic care a realizat un transplant de măduvă în România. Meritele deosebite lui Margit Şerban nu se reduc, însă, la această premieră medicală.",Timişoara,04-05-16,http://adevarul.ro/locale/timisoara/lectiile-minunate-viata-oferite-copiii-bolnavi-cancer-doctor-oncolog-copiii-fantastici-model-1_5703e2865ab6550cb8a10af4/index.html,Adevarul
,,"Copil de un an şi cinci luni ajuns în stare gravă la spital. Mama a fost găsită acasă, beată","DGASPC Timiş a început o anchetă după ce un copil de doar un an şi cinci luni a fost dus, miercuri, la Spitalul de Copii ""Louis Ţurcanu”, el fiind răcit şi neglijat, iar în momentul în care asistenţii sociali au mers la domiciliul acestuia mama era beată.",Timişoara,04-06-16,http://adevarul.ro/locale/timisoara/copil-an-cinci-luni-ajuns-stare-grava-spital-mama-fost-gasita-acasa-beata-1_57051a495ab6550cb8af1d6c/index.html,Adevarul
,,Un tronson al autostrăzii Lugoj-Deva are nevoie de reparaţii capitale. Noul episod din serialul „Dezastru pe Autostrada A1“,"Surse apropiate proiectului de amenajare a unui segment din Autostrada A1, situat pe tronsonul Lugoj-Deva, declară că expertiza drumului proaspăt construit a relevat probleme grave care necesită lucrări serioase de întărire a infrastructurii.",Timişoara,04-07-16,http://adevarul.ro/locale/timisoara/un-tronson-autostrazii-lugoj-deva-nevoie-reparatii-capitale-noul-capitol-serialul-dezastru-autostrada-a1-1_570647145ab6550cb8bae90b/index.html,Adevarul
,,Percheziţii la contrabandiştii de ţigări care acţionau în cea mai modernă piaţă din Timişoara,"Poliţiştii din Timişoara au descins vineri dimineaţa la mai multe adrese într-un dosar care  vizează o reţea de contrabandişti de ţigări. Oamenii legii au descins şi în Piaţa Iosefin, cea mai modernă piaţă din oraş.",Timişoara,04-08-16,http://adevarul.ro/locale/timisoara/perchezitii-contrabandistii-tigari-actionau-cea-mai-moderna-piata-timisoara-1_57074ab95ab6550cb8c05f77/index.html,Adevarul
,,"VIDEO Ultimele imagini spectaculoase realizate din avion cu autostrada Lugoj - Deva, care va lega centrul României de Occident","Asociaţia Pro Infrastructura a publicat imagini cu şantierele loturilor doi, trei şi patru ale autostrăzii Lugoj- Deva. Acest lot este foarte aşteptat pentru că ar face legătura cu tronsonul Deva – Orăştie, deja constuit, iar asta ar permite ca vestul  şi centrul ţării să fie străbătute de o autostradă neîntreruptă.",Timişoara,04-08-16,http://adevarul.ro/locale/timisoara/video-ultimele-imagini-spectaculoase-realizate-avion-autostrada-lugoj-deva-arata-santierul-autostrazii-lega-centrul-romaniei-europa-1_5707c3fb5ab6550cb8c3a7ea/index.html,Adevarul
,,Cum s-a inventat la Timişoara povestea românului terorizat de musulmani. Manipularea cu „5 arabi agresivi” care a ajuns la Poliţie şi a făcut vâlvă pe internet,"Un simbol al multiculturalităţii şi al convieţuirii paşnice între etnii, Timişoara este atrasă în valul antimusulman printr-o informaţie falsă rostogolită pe Facebook. E vorba de o „ştire” potrivit căreia un timişorean ar fi fost atacat în centrul oraşului de „cinci arabi agresivi”. Poliţia a constatat că presupusa victimă nu există în realitate.",Timişoara,04-08-16,http://adevarul.ro/locale/timisoara/cum-s-a-inventat-timisoara-povestea-romanului-terorizat-musulmani-manipularea-5-arabi-agresivi-ajuns-politie-facut-valva-internet-1_5707b5925ab6550cb8c338a3/index.html,Adevarul
,,"Bebeluşul soţilor Bodnariu, luat de Protecţia Copilului din Norvegia în noiembrie 2015, a fost redat familiei","Familia Bodnariu, rămasă fără cei cinci copii luaţi în octombrie 2015 de Protecţia Copilului din Norvegia, a obţinut o mică victorie în lupta cu Barnevernet. Marius şi Ruth Bodnariu au obţinut o sentinţă prin care bebeluşul, care avea doar trei luni când a fost luat de lângă părinţi, se întoarce în familie.",Timişoara,04-06-16,http://adevarul.ro/locale/timisoara/bebelulusul-sotilor-bodnariu-luat-protectia-copilului-norvegia-octombrie-2015-fost-redat-familiei-1_570504225ab6550cb8ae31f0/index.html,Adevarul
,,Crimă într-o garsonieră din Timişoara. Bărbat ucis cu mai multe lovituri de cuţit. Principalul suspect: concubina găsită în stare de ebrietate,"Un bărbat de 52 de ani din Timişoara a fost omorât noaptea trecută într-o garsonieră din Timişoara. Criminaliştii ajunşi la faţa locului aveau să constate că bărbatul a murit după ce a fost înjunghiat cu mai multe lovituri de cuţit. Poliţia a fost anunţată de concubina bărbatului, care este şi principalul suspect din dosar.",Timişoara,04-08-16,http://adevarul.ro/locale/timisoara/barbat-ucis-intr-o-garsoniera-timisoara-principalul-suspect-concubina-gasita-stare-ebrietate-1_570750ea5ab6550cb8c080c2/index.html,Adevarul
,,"Fostul primar al Timişoarei Gheorghe Ciuhandu, secretarul Ioan Cojocari şi alţi „grei” din primărie, trimişi în judecată în dosarul „Poli”. Prejudiciul este uriaş","După mai bine de cinci ani de anchetă, procurorii DNA Timişoara au finalizat cercetările în dosarul privind finanţarea echipei de fotbal Poli din perioada în care clubul era patronat de Marian Iancu. DNA i-a trimis în judecată pe fostul primar, Gheorghe Ciuhandu şi alte nume grele ale fostei şi actuale administraţii.",Timişoara,04-07-16,http://adevarul.ro/locale/timisoara/fostul-primar-timisoarei-gheorghe-ciuhandu-secretarul-ioan-cojocari-alti-grei-primarie-trimisi-judecata-dosarul-poli-1_57065c295ab6550cb8bb73d3/index.html,Adevarul
,,Cum se radiază o maşină din circulaţie. Modificare apărută la începutul anului care schimbă regulile jocului,"În ţara în care birocraţia este la ea acasă, radierea unei maşini poate fi un coşmar pentru cineva care detestă „hârţogăria”. Pentru a veni în sprijinul proprietarilor de maşini care vor să scape de autoturisme „Adevărul” prezintă paşii care trebuie urmaţi la radierea unei maşini din circulaţie.",Timişoara,04-09-16,http://adevarul.ro/locale/timisoara/cum-radiaza-masina-circulatie-modificare-aparuta-inceputul-anului-schimba-regulile-jocului-1_5707ccfd5ab6550cb8c3df08/index.html,Adevarul
,,"VIDEO Scandalos! O haită de şase hoţi din buzunare, filmată cum dă lovitura într-un tramvai din Timişoara. Victima bandiţilor, un bătrân furat de 250 de lei",Timişoara se confruntă cu un val de furturi din buzunare fără precedent. Cetăţenii sunt de-a dreptul terorizaţi de câteva grupări de hoţi care acţionează pe mijloacele de transport în comun. Oamenii au început să reacţioneze şi să îi dea în vileag pe hoţi. O grupare formată din patru bărbaţi şi două femei a fost filmată cum acţionează ziua în amiaza mare într-un tramvai din Timişoara.,Timişoara,04-07-16,http://adevarul.ro/locale/timisoara/video-scandalos-haita-sase-hoti-buzunare-filmata-lovitura-intr-un-tramvai-timisoara-victima-banditilor-batran-furat-250-lei-1_5706ae015ab6550cb8bd6818/index.html,Adevarul
,,Subprefectul de Iaşi ar vrea ca statul să îi achite vacanţele. Bogdan Abalaşi vrea „vreo 4-5.000 de lei“ pentru excursiile din ultimii ani,"Subprefectul judeţului Iaşi, Bogdan Abalaşi, a dat în judecată Prefectura şi Ministerul Afacerilor Interne solicitând ca statul să îi achite vacanţele din ultimii patru ani.",Iaşi,04-05-16,http://adevarul.ro/locale/iasi/subprefectul-iasi-vrea-statul-achite-vacantele-bogdan-abalasi-vrea-vreo-4-5000-lei-excursiile-ultimii-ani-1_5702ad215ab6550cb8971ee0/index.html,Adevarul
,,Spitalul „Sfântul Spiridon” din Iaşi speră să poată efectua primul tranplant de ficat peste câteva luni,Spitalul „Sfântul Spiridon” din Iaşi şi-a depus pe 24 martie la Agenţia Naţională de Transplant dosarul în vederea acreditării activităţii de transplant hepatic. Unitatea medicală încearcă de trei ani să obţină această acreditare.,Iaşi,04-05-16,http://adevarul.ro/locale/iasi/spitalul-sfantul-spiridon-iasi-spera-poata-efectua-tranplant-ficat-cateva-luni-1_5703c73a5ab6550cb89f8fb5/index.html,Adevarul
,,"Gest disperat al unui timişorean sătul de teroarea semănată de hoţii de buzunare din oraş: „Nu faceţi pe eroii, dar nu rămâneţi indiferenţi”","După publicarea mai multor înregistrări cu hoţii de buzunare care acţionează pe mijloacele de transport în comun din Timişoara, un bărbat a ieşit în stradă. Cu o portavoce în mână, s-a plasat în staţia de tramvai de la Piaţa 700, una dintre cele mai aglomerate din oraş, avertizându-i pe cetăţeni.",Timişoara,04-08-16,http://adevarul.ro/locale/timisoara/gest-disperat-unui-timisorean-satul-teroarea-semanata-hotii-buzunare-oras-nu-faceti-erorii-nu-ramaneti-indiferenti-1_5707a44d5ab6550cb8c2cbfb/index.html,Adevarul
,,„Fibrilaţii” în Primăria Timişoara. Posturile unor şefi sunt puse în pericol. Sindicatul a obţinut o victorie de etapă,"Primăria Timişoara stă pe un butoi cu pulbere după iniţierea unui proiect de reorganizare a Direcţiei de Asistenţă Socială. Printr-un proiect de hotărâre, primarul Nicolae Robu propune desfiinţarea Direcţiei de Asistenţă Socială în actuala ei formă şi reorganizarea. Aprobarea propunerii ar duce la desfiinţarea unor posturi de şefi, iar potrivit primarului acest lucru a creat în primărie „fibrilaţii”.",Timişoara,04-05-16,http://adevarul.ro/locale/timisoara/fibrilatii-primaria-timisoara-posturile-sefi-puse-pericol-sindicatul-obtinut-victorie-etapa-1_570394135ab6550cb89cf2ec/index.html,Adevarul
,,"Răzbunarea Cordunenilor pune pe jar autorităţile din Iaşi. Agentul şantajat de „Beleaua“, păzit cu pistoalele de poliţişti","Posibilitatea unei răzbunări a interlopilor împotriva agentului de vânzări şantajat de Adrian Corduneanu i-a determinat pe poliţiştii ieşeni să asigure paza permanentă a celui vizat. Acesta merge inclusiv la muncă însoţit de poliţişti, au precizat pentru „Adevărul“ surse judiciare.",Iaşi,04-05-16,http://adevarul.ro/locale/iasi/razbunarea-cordunenilor-pune-jar-autoritatile-iasi-agentul-santajat-beleaua-pazit-pistoalele-politisti-1_5702a3455ab6550cb896cd9f/index.html,Adevarul
,,Cum „pescuia“ un escroc sentimental femei naive pe internet pentru a le fura banii. Victimele îi mărturiseau în timp record PIN-ul cardului bancar,"Potrivit procurorilor ieşeni, escrocul Claudiu Mihai Stan obişnuia să abordeze persoane de sex feminin pe site-ul badoo.com, pe care le convingea ulterior să-l primească în casă, de unde le sustrăgea cardurile bancare.",Iaşi,04-05-16,http://adevarul.ro/locale/iasi/cum-pescuia-escroc-sentimental-femei-naive-internet-fura-banii-victimele-marturiseau-timp-record-pin-ul-cardului-bancar-1_5703aa465ab6550cb89db51a/index.html,Adevarul
,,Bărbat mort descoperit într-un canal din zona industrială a Iaşiului. Poliţiştii fac cercetări pentru a-i stabili identitatea,"Un bărbat neidentificat a fost găsit decedat într-un canal din zona 
industrială a Iaşului. Bărbatul a fost decoperit de nişte muncitori Apa 
Vital care au alertat autorităţile.",Iaşi,04-06-16,http://adevarul.ro/locale/iasi/barbat-mort-descoperit-intr-un-canal-zona-industriala-iasiului-politistii-fac-cercetari-a-i-stabili-identitatea-1_570520c95ab6550cb8af55af/index.html,Adevarul
,,Coplata s-a dovedit a fi un eşec. Ce reuşesc managerii de spitale din Iaşi să cumpere din banii strânşi,"Sumele strânse din coplata achitată de pacienţi la externare sunt extrem de mici în comparaţie cu necesităţile unităţilor medicale. Mai mult, de la an la an se adună tot mai puţini bani din taxa de 10 lei, reuşind să se cumpere doar detergenţi şi scaune.",Iaşi,04-05-16,http://adevarul.ro/locale/iasi/coplata-s-a-dovedit-esec-reusesc-managerii-spitale-iasi-cumpere-banii-stransi-1_5702945a5ab6550cb89657c2/index.html,Adevarul
,,Ce culori ale pielii indică probleme serioase de sănătate. „Celulele produc deşeuri care modifică coloritul pielii”,"Pielea ne arată cât suntem de sănătoşi. Potrivit dermatologilor, o serie de afecţiuni se reflectă în nuanţa şi aspectul pielii, modificările de la nivelul acesteia reprezentând un semnal de alarmă.",Iaşi,04-07-16,http://adevarul.ro/locale/iasi/ce-culori-pielii-indica-probleme-serioase-sanatate-celulele-produc-deseuri-modifica-coloritul-pielii-1_5705160e5ab6550cb8aeeb59/index.html,Adevarul
